Active,Active(anon),Active(file),AnonHugePages,AnonPages,Bounce,Buffers,Cached,CommitLimit,Committed_AS,DirectMap1G,DirectMap2M,DirectMap4k,Dirty,HardwareCorrupted,HugePages_Free,HugePages_Rsvd,HugePages_Surp,HugePages_Total,Hugepagesize,Inactive,Inactive(anon),Inactive(file),KernelStack,Mapped,MemFree,MemTotal,Mlocked,NFS_Unstable,PageTables,SReclaimable,SUnreclaim,Shmem,Slab,SwapCached,SwapFree,SwapTotal,Unevictable,VmallocChunk,VmallocTotal,VmallocUsed,Writeback,WritebackTmp,time
67554012,41933308,25620704,0,42280300,0,1136680,64751948,163302556,250309544,262144000,6107136,138176,420,0,0,0,0,0,2048,40596800,333780,40263020,6440,40564,150877692,264108356,30376,0,507944,2732916,137680,184,2870596,14376,30411152,31248380,30376,34156673340,34359738367,692700,0,0,1430112134.014565
67554012,41933308,25620704,0,42280300,0,1136680,64751948,163302556,250309544,262144000,6107136,138176,420,0,0,0,0,0,2048,40596800,333780,40263020,6440,40564,150877692,264108356,30376,0,507944,2732916,137680,184,2870596,14376,30411152,31248380,30376,34156673340,34359738367,692700,0,0,1430112135.026545
67642128,42021424,25620704,0,42368312,0,1136680,64751948,163302556,250358696,262144000,6107136,138176,420,0,0,0,0,0,2048,40596800,333780,40263020,6440,40564,150789528,264108356,30376,0,507944,2732916,137680,184,2870596,14376,30411152,31248380,30376,34156673340,34359738367,692700,0,0,1430112136.038532
68171184,42550480,25620704,0,42897764,0,1136680,64751948,163302556,251081956,262144000,6107136,138176,376,0,0,0,0,0,2048,40596800,333780,40263020,6440,40564,150259184,264108356,30376,0,508980,2732916,137680,184,2870596,14376,30411152,31248380,30376,34156673340,34359738367,692700,0,0,1430112137.05051
67769664,42148960,25620704,0,42496076,0,1136680,64751948,163302556,250459356,262144000,6107136,138176,376,0,0,0,0,0,2048,40596800,333780,40263020,6440,40564,150661316,264108356,30376,0,508556,2732916,137680,184,2870596,14376,30411152,31248380,30376,34156673340,34359738367,692700,0,0,1430112138.062528
68489936,42869232,25620704,0,43216112,0,1136680,64751948,163302556,251105428,262144000,6107136,138176,336,0,0,0,0,0,2048,40596800,333780,40263020,6448,40480,149940624,264108356,30376,0,509440,2732916,137680,184,2870596,14376,30411152,31248380,30376,34156673340,34359738367,692700,0,0,1430112139.074501
69227268,43606564,25620704,0,43953788,0,1136680,64751948,163302556,251825460,262144000,6107136,138176,336,0,0,0,0,0,2048,40596800,333780,40263020,6448,40480,149201956,264108356,30376,0,510908,2732916,137680,184,2870596,14376,30411152,31248380,30376,34156673340,34359738367,692700,0,0,1430112140.086501
70002696,44381988,25620708,0,44729096,0,1136680,64751956,163302556,252591728,262144000,6107136,138176,360,0,0,0,0,0,2048,40596800,333780,40263020,6488,40492,148425180,264108356,30376,0,512340,2732916,137680,184,2870596,14376,30411152,31248380,30376,34156673340,34359738367,692700,0,0,1430112141.098532
69721276,44100564,25620712,0,44447184,0,1136680,64752000,163302556,252307452,262144000,6107136,138176,432,0,0,0,0,0,2048,40596840,333780,40263060,6536,40388,148704596,264108356,30376,0,512436,2732916,137688,184,2870604,14376,30411152,31248380,30376,34156673340,34359738367,692700,0,0,1430112142.110806
69769892,44149176,25620716,0,44496384,0,1136680,64752056,163302556,252356608,262144000,6107136,138176,456,0,0,0,0,0,2048,40596892,333780,40263112,6560,40592,148655112,264108356,30376,0,512248,2732916,137704,184,2870620,14376,30411152,31248380,30376,34156673340,34359738367,692700,0,0,1430112143.122834
69819744,44199028,25620716,0,44546468,0,1136680,64752056,163302556,252405760,262144000,6107136,138176,456,0,0,0,0,0,2048,40596892,333780,40263112,6496,40592,148604824,264108356,30376,0,512560,2732916,137704,184,2870620,14376,30411152,31248380,30376,34156673340,34359738367,692700,0,0,1430112144.134774
69819328,44198608,25620720,0,44545768,0,1136684,64752056,163302556,252405760,262144000,6107136,138176,456,0,0,0,0,0,2048,40596896,333780,40263116,6456,40536,148605204,264108356,30376,0,512568,2732916,137704,184,2870620,14376,30411152,31248380,30376,34156673340,34359738367,692700,0,0,1430112145.146714
69819296,44198572,25620724,0,44545540,0,1136684,64752060,163302556,252405760,262144000,6107136,138176,468,0,0,0,0,0,2048,40596896,333780,40263116,6504,40584,148605064,264108356,30376,0,512224,2732916,137704,184,2870620,14376,30411152,31248380,30376,34156673340,34359738367,692700,0,0,1430112146.158727
69819260,44198540,25620720,0,44545560,0,1136684,64752060,163302556,252405396,262144000,6107136,138176,488,0,0,0,0,0,2048,40596900,333780,40263120,6496,40584,148605004,264108356,30376,0,512232,2732916,137704,184,2870620,14376,30411152,31248380,30376,34156673340,34359738367,692700,0,0,1430112147.170737
69834992,44214256,25620736,0,44561200,0,1136684,64752060,163302556,252405396,262144000,6107136,138176,488,0,0,0,0,0,2048,40596884,333780,40263104,6488,40584,148589264,264108356,30376,0,512240,2732916,137704,184,2870620,14376,30411152,31248380,30376,34156673340,34359738367,692700,0,0,1430112148.182712
69854464,44233728,25620736,0,44581112,0,1136684,64752060,163302556,252438168,262144000,6107136,138176,484,0,0,0,0,0,2048,40596884,333780,40263104,6488,40584,148569924,264108356,30376,0,512276,2732916,137704,184,2870620,14376,30411152,31248380,30376,34156673340,34359738367,692700,0,0,1430112149.194673
69855084,44234292,25620792,0,44581384,0,1136684,64752060,163302556,252438168,262144000,6107136,138176,492,0,0,0,0,0,2048,40596828,333780,40263048,6496,40668,148569484,264108356,30376,0,512260,2732916,137704,184,2870620,14376,30411152,31248380,30376,34156673340,34359738367,692700,0,0,1430112150.20669
69855140,44234348,25620792,0,44581440,0,1136684,64752064,163302556,252438168,262144000,6107136,138176,500,0,0,0,0,0,2048,40596828,333780,40263048,6472,40668,148569508,264108356,30376,0,512300,2732916,137704,184,2870620,14376,30411152,31248380,30376,34156673340,34359738367,692700,0,0,1430112151.216647
69855064,44234272,25620792,0,44581336,0,1136684,64752064,163302556,252438168,262144000,6107136,138176,504,0,0,0,0,0,2048,40596828,333780,40263048,6456,40668,148569780,264108356,30376,0,512268,2732916,137704,184,2870620,14376,30411152,31248380,30376,34156673340,34359738367,692700,0,0,1430112152.228616
69855064,44234272,25620792,0,44581336,0,1136684,64752064,163302556,252438168,262144000,6107136,138176,516,0,0,0,0,0,2048,40596828,333780,40263048,6456,40668,148569892,264108356,30376,0,512268,2732916,137704,184,2870620,14376,30411152,31248380,30376,34156673340,34359738367,692700,0,0,1430112153.240588
69854932,44234140,25620792,0,44581176,0,1136684,64752068,163302556,252438168,262144000,6107136,138176,528,0,0,0,0,0,2048,40596832,333780,40263052,6456,40604,148570016,264108356,30376,0,512220,2732916,137704,184,2870620,14376,30411152,31248380,30376,34156673340,34359738367,692700,0,0,1430112154.252556
69854936,44234140,25620796,0,44581176,0,1136684,64752068,163302556,252438168,262144000,6107136,138176,516,0,0,0,0,0,2048,40596828,333780,40263048,6456,40604,148570172,264108356,30376,0,512220,2732916,137704,184,2870620,14376,30411152,31248380,30376,34156673340,34359738367,692700,0,0,1430112155.264566
69854936,44234140,25620796,0,44581176,0,1136684,64752068,163302556,252438168,262144000,6107136,138176,516,0,0,0,0,0,2048,40596828,333780,40263048,6456,40604,148570172,264108356,30376,0,512220,2732916,137704,184,2870620,14376,30411152,31248380,30376,34156673340,34359738367,692700,0,0,1430112156.27651
69854936,44234140,25620796,0,44581176,0,1136684,64752068,163302556,252438168,262144000,6107136,138176,516,0,0,0,0,0,2048,40596828,333780,40263048,6456,40604,148570172,264108356,30376,0,512220,2732916,137704,184,2870620,14376,30411152,31248380,30376,34156673340,34359738367,692700,0,0,1430112157.288478
69861556,44240760,25620796,0,44588028,0,1136684,64752068,163302556,252438168,262144000,6107136,138176,528,0,0,0,0,0,2048,40596828,333780,40263048,6456,40604,148563908,264108356,30376,0,512232,2732916,137704,184,2870620,14376,30411152,31248380,30376,34156673340,34359738367,692700,0,0,1430112158.300474
69960192,44339392,25620800,0,44686448,0,1136684,64752088,163302556,252536476,262144000,6107136,138176,552,0,0,0,0,0,2048,40596824,333780,40263044,6456,40604,148465204,264108356,30376,0,512428,2732916,137704,184,2870620,14376,30411152,31248380,30376,34156673340,34359738367,692700,0,0,1430112159.31242
69861884,44241084,25620800,0,44588144,0,1136684,64752088,163302556,252438168,262144000,6107136,138176,552,0,0,0,0,0,2048,40596824,333780,40263044,6456,40604,148563732,264108356,30376,0,512240,2732916,137704,184,2870620,14376,30411152,31248380,30376,34156673340,34359738367,692700,0,0,1430112160.324406
69862056,44241256,25620800,0,44588316,0,1136684,64752088,163302556,252438168,262144000,6107136,138176,552,0,0,0,0,0,2048,40596824,333780,40263044,6456,40604,148563732,264108356,30376,0,512240,2732916,137704,184,2870620,14376,30411152,31248380,30376,34156673340,34359738367,692700,0,0,1430112161.33638
69868048,44247248,25620800,0,44594332,0,1136684,64752088,163302556,252438168,262144000,6107136,138176,264,0,0,0,0,0,2048,40596844,333780,40263064,6456,40604,148558028,264108356,30376,0,512240,2732916,137704,184,2870620,14376,30411152,31248380,30376,34156673340,34359738367,692700,0,0,1430112162.348389
69873932,44253128,25620804,0,44600800,0,1136684,64752088,163302556,252438168,262144000,6107136,138176,264,0,0,0,0,0,2048,40596840,333780,40263060,6456,40604,148551704,264108356,30376,0,512240,2732916,137704,184,2870620,14376,30411152,31248380,30376,34156673340,34359738367,692700,0,0,1430112163.360339
69880220,44259416,25620804,0,44606708,0,1136684,64752088,163302556,252438168,262144000,6107136,138176,264,0,0,0,0,0,2048,40596840,333780,40263060,6456,40604,148545800,264108356,30376,0,512240,2732916,137704,184,2870620,14376,30411152,31248380,30376,34156673340,34359738367,692700,0,0,1430112164.372277
69886160,44265356,25620804,0,44612656,0,1136684,64752088,163302556,252438168,262144000,6107136,138176,272,0,0,0,0,0,2048,40596840,333780,40263060,6456,40604,148540000,264108356,30376,0,512240,2732916,137704,184,2870620,14376,30411152,31248380,30376,34156673340,34359738367,692700,0,0,1430112165.384249
69891984,44271180,25620804,0,44618460,0,1136684,64752088,163302556,252438168,262144000,6107136,138176,268,0,0,0,0,0,2048,40596840,333780,40263060,6456,40604,148534296,264108356,30376,0,512240,2732916,137704,184,2870620,14376,30411152,31248380,30376,34156673340,34359738367,692700,0,0,1430112166.396208
69897808,44277004,25620804,0,44624264,0,1136684,64752088,163302556,252438168,262144000,6107136,138176,268,0,0,0,0,0,2048,40596840,333780,40263060,6456,40604,148528592,264108356,30376,0,512240,2732916,137704,184,2870620,14376,30411152,31248380,30376,34156673340,34359738367,692700,0,0,1430112167.408506
69893220,44272416,25620804,0,44619732,0,1136684,64752092,163302556,252470936,262144000,6107136,138176,292,0,0,0,0,0,2048,40596844,333780,40263064,6456,40604,148533232,264108356,30376,0,512248,2732916,137704,184,2870620,14376,30411152,31248380,30376,34156673340,34359738367,692700,0,0,1430112168.42043
69899900,44279096,25620804,0,44625924,0,1136684,64752092,163302556,252470936,262144000,6107136,138176,292,0,0,0,0,0,2048,40596844,333780,40263064,6456,40604,148527280,264108356,30376,0,512256,2732916,137704,184,2870620,14376,30411152,31248380,30376,34156673340,34359738367,692700,0,0,1430112169.432391
69985320,44364512,25620808,0,44711544,0,1136684,64752092,163302556,252550752,262144000,6107136,138176,292,0,0,0,0,0,2048,40596840,333780,40263060,6456,40604,148442092,264108356,30380,0,512388,2732916,137704,184,2870620,14376,30411152,31248380,30380,34156673340,34359738367,692700,0,0,1430112170.44445
69991748,44370940,25620808,0,44717764,0,1136684,64752092,163302556,252550752,262144000,6107136,138176,288,0,0,0,0,0,2048,40596840,333780,40263060,6456,40604,148435024,264108356,30376,0,512504,2732916,137704,184,2870620,14376,30411152,31248380,30376,34156673340,34359738367,692700,0,0,1430112171.456416
69997364,44376556,25620808,0,44723996,0,1136684,64752092,163302556,252550752,262144000,6107136,138176,288,0,0,0,0,0,2048,40596840,333780,40263060,6456,40604,148429320,264108356,30376,0,512416,2732916,137704,184,2870620,14376,30411152,31248380,30376,34156673340,34359738367,692700,0,0,1430112172.468357
70003244,44382436,25620808,0,44729868,0,1136684,64752092,163302556,252550752,262144000,6107136,138176,244,0,0,0,0,0,2048,40596840,333780,40263060,6456,40604,148423368,264108356,30376,0,512416,2732916,137704,184,2870620,14376,30411152,31248380,30376,34156673340,34359738367,692700,0,0,1430112173.480308
70011600,44390792,25620808,0,44738448,0,1136684,64752092,163302556,252550752,262144000,6107136,138176,248,0,0,0,0,0,2048,40596840,333780,40263060,6456,40604,148415432,264108356,30376,0,512416,2732916,137704,184,2870620,14376,30411152,31248380,30376,34156673340,34359738367,692700,0,0,1430112174.492308
70020180,44399372,25620808,0,44746656,0,1136684,64752092,163302556,252550752,262144000,6107136,138176,248,0,0,0,0,0,2048,40596840,333780,40263060,6456,40604,148407372,264108356,30376,0,512416,2732916,137704,184,2870620,14376,30411152,31248380,30376,34156673340,34359738367,692700,0,0,1430112175.504322
70028244,44407436,25620808,0,44754708,0,1136684,64752092,163302556,252550752,262144000,6107136,138176,232,0,0,0,0,0,2048,40596840,333780,40263060,6456,40604,148399188,264108356,30376,0,512416,2732916,137704,184,2870620,14376,30411152,31248380,30376,34156673340,34359738367,692700,0,0,1430112176.516275
70036500,44415692,25620808,0,44762888,0,1136684,64752092,163302556,252550752,262144000,6107136,138176,96,0,0,0,0,0,2048,40596840,333780,40263060,6456,40604,148391128,264108356,30376,0,512416,2732916,137704,184,2870620,14376,30411152,31248380,30376,34156673340,34359738367,692700,0,0,1430112177.528255
70054216,44433408,25620808,0,44781036,0,1136684,64752092,163302556,252550752,262144000,6107136,138176,100,0,0,0,0,0,2048,40596840,333780,40263060,6456,40604,148372776,264108356,30376,0,512428,2732916,137704,184,2870620,14376,30411152,31248380,30376,34156673340,34359738367,692700,0,0,1430112178.54025
70062988,44442180,25620808,0,44789408,0,1136688,64752092,163302556,252550752,262144000,6107136,138176,60,0,0,0,0,0,2048,40596840,333780,40263060,6456,40604,148364096,264108356,30376,0,512436,2732916,137704,184,2870620,14376,30411152,31248380,30376,34156673340,34359738367,692700,0,0,1430112179.552239
70078692,44457884,25620808,0,44805328,0,1136688,64752092,163302556,252558596,262144000,6107136,138176,60,0,0,0,0,0,2048,40596840,333780,40263060,6472,40616,148348696,264108356,30376,0,512524,2732916,137704,184,2870620,14376,30411152,31248380,30376,34156673340,34359738367,692700,0,0,1430112180.564227
70086924,44466116,25620808,0,44813572,0,1136688,64752092,163302556,252558596,262144000,6107136,138176,60,0,0,0,0,0,2048,40596840,333780,40263060,6472,40616,148340016,264108356,30376,0,512536,2732916,137704,184,2870620,14376,30411152,31248380,30376,34156673340,34359738367,692700,0,0,1430112181.576201
70095460,44474648,25620812,0,44821732,0,1136688,64752096,163302556,252558596,262144000,6107136,138176,60,0,0,0,0,0,2048,40596840,333780,40263060,6472,40612,148331592,264108356,30376,0,512572,2732916,137704,184,2870620,14376,30411152,31248380,30376,34156673340,34359738367,692700,0,0,1430112182.588195
70103792,44482980,25620812,0,44830020,0,1136688,64752096,163302556,252558596,262144000,6107136,138176,116,0,0,0,0,0,2048,40596840,333780,40263060,6472,40856,148323160,264108356,30376,0,512572,2732916,137704,184,2870620,14376,30411152,31248380,30376,34156673340,34359738367,692700,0,0,1430112183.600155
70112024,44491212,25620812,0,44838304,0,1136688,64752096,163302556,252558596,262144000,6107136,138176,116,0,0,0,0,0,2048,40596840,333780,40263060,6472,40856,148314728,264108356,30376,0,512572,2732916,137704,184,2870620,14376,30411152,31248380,30376,34156673340,34359738367,692700,0,0,1430112184.612116
70118696,44497884,25620812,0,44844780,0,1136688,64752096,163302556,252558596,262144000,6107136,138176,116,0,0,0,0,0,2048,40596840,333780,40263060,6472,40856,148307924,264108356,30376,0,512572,2732916,137704,184,2870620,14376,30411152,31248380,30376,34156673340,34359738367,692700,0,0,1430112185.624081
70170328,44549516,25620812,0,44896416,0,1136688,64752096,163302556,252607752,262144000,6107136,138176,120,0,0,0,0,0,2048,40596840,333780,40263060,6472,40856,148256336,264108356,30376,0,512664,2732916,137704,184,2870620,14376,30411152,31248380,30376,34156673340,34359738367,692700,0,0,1430112186.636066
70123460,44502648,25620812,0,44850112,0,1136688,64752096,163302556,252558596,262144000,6107136,138176,120,0,0,0,0,0,2048,40596840,333780,40263060,6472,40856,148302960,264108356,30376,0,512568,2732916,137704,184,2870620,14376,30411152,31248380,30376,34156673340,34359738367,692700,0,0,1430112187.648053
70182512,44561700,25620812,0,44888004,0,1136688,64752100,163302556,252607752,262144000,6107136,138176,128,0,0,0,0,0,2048,40596840,333780,40263060,6464,40856,148243952,264108356,30376,0,512568,2732916,137704,184,2870620,14376,30411152,31248380,30376,34156673340,34359738367,692700,0,0,1430112188.659986
70165244,44544428,25620816,0,44891888,0,1136688,64752140,163302556,252607752,262144000,6107136,138176,172,0,0,0,0,0,2048,40596836,333780,40263056,6464,40864,148260940,264108356,30376,0,512688,2732920,137704,184,2870624,14376,30411152,31248380,30376,34156673340,34359738367,692700,0,0,1430112189.671932
70167540,44546724,25620816,0,44894148,0,1136688,64752140,163302556,252607752,262144000,6107136,138176,172,0,0,0,0,0,2048,40596836,333780,40263056,6464,40864,148258584,264108356,30376,0,512688,2732920,137704,184,2870624,14376,30411152,31248380,30376,34156673340,34359738367,692700,0,0,1430112190.683934
70169948,44549132,25620816,0,44896544,0,1136688,64752140,163302556,252607752,262144000,6107136,138176,172,0,0,0,0,0,2048,40596836,333780,40263056,6464,40864,148256348,264108356,30376,0,512688,2732920,137704,184,2870624,14376,30411152,31248380,30376,34156673340,34359738367,692700,0,0,1430112191.695923
70172304,44551484,25620820,0,44898916,0,1136688,64752140,163302556,252607752,262144000,6107136,138176,132,0,0,0,0,0,2048,40596832,333780,40263052,6464,40864,148254364,264108356,30376,0,512688,2732920,137704,184,2870624,14376,30411152,31248380,30376,34156673340,34359738367,692700,0,0,1430112192.707878
70174684,44553836,25620848,0,44901256,0,1136688,64752164,163302556,252607752,262144000,6107136,138176,164,0,0,0,0,0,2048,40596804,333780,40263024,6464,40864,148252008,264108356,30376,0,512688,2732920,137704,184,2870624,14376,30411152,31248380,30376,34156673340,34359738367,692700,0,0,1430112193.719822
70177168,44556312,25620856,0,44903340,0,1136688,64752164,163302556,252607348,262144000,6107136,138176,164,0,0,0,0,0,2048,40596864,333780,40263084,6464,40828,148249404,264108356,30376,0,512644,2732920,137704,184,2870624,14376,30411152,31248380,30376,34156673340,34359738367,692700,0,0,1430112194.731838
70179520,44558664,25620856,0,44905668,0,1136688,64752164,163302556,252607348,262144000,6107136,138176,176,0,0,0,0,0,2048,40596868,333780,40263088,6456,40828,148247180,264108356,30376,0,512644,2732920,137704,184,2870624,14376,30411152,31248380,30376,34156673340,34359738367,692700,0,0,1430112195.743847
70181896,44561036,25620860,0,44908008,0,1136688,64752168,163302556,252607348,262144000,6107136,138176,180,0,0,0,0,0,2048,40596868,333780,40263088,6448,40824,148244584,264108356,30376,0,512692,2732920,137704,184,2870624,14376,30411152,31248380,30376,34156673340,34359738367,692700,0,0,1430112196.755795
70203584,44582724,25620860,0,44929636,0,1136688,64752168,163302556,252628256,262144000,6107136,138176,180,0,0,0,0,0,2048,40596868,333780,40263088,6448,40824,148222392,264108356,30376,0,512692,2732920,137704,184,2870624,14376,30411152,31248380,30376,34156673340,34359738367,692700,0,0,1430112197.767759
70253500,44632640,25620860,0,44979864,0,1136688,64752168,163302556,252677412,262144000,6107136,138176,176,0,0,0,0,0,2048,40596868,333780,40263088,6464,40824,148172404,264108356,30376,0,512876,2732920,137704,184,2870624,14376,30411152,31248380,30376,34156673340,34359738367,692700,0,0,1430112198.779729
70219524,44598768,25620756,0,44945532,0,1136696,64752056,163302556,252693792,262144000,6107136,138176,192,0,0,0,0,0,2048,40596868,333780,40263088,6464,40824,148205884,264108356,30376,0,512684,2732920,137704,184,2870624,14376,30411152,31248380,30376,34156673340,34359738367,692700,0,0,1430112199.791679
70219580,44598824,25620756,0,44945768,0,1136696,64752056,163302556,252693792,262144000,6107136,138176,192,0,0,0,0,0,2048,40596868,333780,40263088,6456,40824,148205644,264108356,30376,0,512696,2732920,137704,184,2870624,14376,30411152,31248380,30376,34156673340,34359738367,692700,0,0,1430112200.803634
70219580,44598824,25620756,0,44945768,0,1136696,64752056,163302556,252693792,262144000,6107136,138176,192,0,0,0,0,0,2048,40596868,333780,40263088,6456,40824,148205644,264108356,30376,0,512696,2732920,137704,184,2870624,14376,30411152,31248380,30376,34156673340,34359738367,692700,0,0,1430112201.815566
70219580,44598824,25620756,0,44945768,0,1136696,64752084,163302556,252693792,262144000,6107136,138176,232,0,0,0,0,0,2048,40596868,333780,40263088,6448,40824,148205744,264108356,30376,0,512696,2732920,137704,184,2870624,14376,30411152,31248380,30376,34156673340,34359738367,692700,0,0,1430112202.827554
70219580,44598824,25620756,0,44945768,0,1136696,64752084,163302556,252693792,262144000,6107136,138176,232,0,0,0,0,0,2048,40596868,333780,40263088,6448,40824,148205744,264108356,30376,0,512696,2732920,137704,184,2870624,14376,30411152,31248380,30376,34156673340,34359738367,692700,0,0,1430112203.839491
70219636,44598880,25620756,0,44945864,0,1136696,64752084,163302556,252694060,262144000,6107136,138176,232,0,0,0,0,0,2048,40596868,333780,40263088,6448,40824,148205744,264108356,30376,0,512696,2732920,137704,184,2870624,14376,30411152,31248380,30376,34156673340,34359738367,692700,0,0,1430112204.851432
70219700,44598944,25620756,0,44945968,0,1136696,64752084,163302556,252694060,262144000,6107136,138176,232,0,0,0,0,0,2048,40596868,333780,40263088,6448,40824,148205868,264108356,30376,0,512696,2732920,137704,184,2870624,14376,30411152,31248380,30376,34156673340,34359738367,692700,0,0,1430112205.863395
70219700,44598944,25620756,0,44946004,0,1136696,64752108,163302556,252694364,262144000,6107136,138176,256,0,0,0,0,0,2048,40596868,333780,40263088,6448,40824,148205744,264108356,30376,0,512696,2732920,137704,184,2870624,14376,30411152,31248380,30376,34156673340,34359738367,692700,0,0,1430112206.87533
70219764,44599008,25620756,0,44946052,0,1136696,64752108,163302556,252694364,262144000,6107136,138176,256,0,0,0,0,0,2048,40596868,333780,40263088,6448,40824,148205744,264108356,30376,0,512696,2732920,137704,184,2870624,14376,30411152,31248380,30376,34156673340,34359738367,692700,0,0,1430112207.887297
70219764,44599008,25620756,0,44946052,0,1136696,64752132,163302556,252694364,262144000,6107136,138176,248,0,0,0,0,0,2048,40596928,333780,40263148,6448,40824,148205744,264108356,30376,0,512696,2732920,137704,184,2870624,14376,30411152,31248380,30376,34156673340,34359738367,692700,0,0,1430112208.899245
70227844,44607088,25620756,0,44954508,0,1136696,64752132,163302556,252694364,262144000,6107136,138176,248,0,0,0,0,0,2048,40596928,333780,40263148,6448,40824,148197548,264108356,30376,0,512696,2732920,137704,184,2870624,14376,30411152,31248380,30376,34156673340,34359738367,692700,0,0,1430112209.91122
70239388,44618628,25620760,0,44966084,0,1136696,64752132,163302556,252694364,262144000,6107136,138176,260,0,0,0,0,0,2048,40596924,333780,40263144,6448,40824,148186416,264108356,30376,0,512724,2732944,137704,184,2870648,14376,30411152,31248380,30376,34156673340,34359738367,692700,0,0,1430112210.923171
70239768,44619008,25620760,0,44966052,0,1136696,64752132,163302556,252694364,262144000,6107136,138176,232,0,0,0,0,0,2048,40596924,333780,40263144,6448,40824,148186536,264108356,30376,0,512736,2732944,137704,184,2870648,14376,30411152,31248380,30376,34156673340,34359738367,692700,0,0,1430112211.935128
70239772,44619012,25620760,0,44966060,0,1136696,64752132,163302556,252694364,262144000,6107136,138176,232,0,0,0,0,0,2048,40596924,333780,40263144,6448,40824,148186600,264108356,30376,0,512736,2732936,137704,184,2870640,14376,30411152,31248380,30376,34156673340,34359738367,692700,0,0,1430112212.94734
70239772,44619012,25620760,0,44966060,0,1136696,64752132,163302556,252694364,262144000,6107136,138176,240,0,0,0,0,0,2048,40596924,333780,40263144,6448,40824,148186600,264108356,30376,0,512736,2732936,137704,184,2870640,14376,30411152,31248380,30376,34156673340,34359738367,692700,0,0,1430112213.95927
70288660,44667900,25620760,0,45014984,0,1136696,64752156,163302556,252743520,262144000,6107136,138176,260,0,0,0,0,0,2048,40596932,333780,40263152,6448,40824,148138044,264108356,30376,0,512736,2732936,137704,184,2870640,14376,30411152,31248380,30376,34156673340,34359738367,692700,0,0,1430112214.971214
70239912,44619152,25620760,0,44965920,0,1136696,64752156,163302556,252694364,262144000,6107136,138176,292,0,0,0,0,0,2048,40596932,333780,40263152,6448,40824,148186280,264108356,30380,0,512928,2732936,137704,184,2870640,14376,30411152,31248380,30380,34156673340,34359738367,692700,0,0,1430112215.98324
70239776,44619016,25620760,0,44966080,0,1136696,64752156,163302556,252694364,262144000,6107136,138176,232,0,0,0,0,0,2048,40596932,333780,40263152,6448,40824,148186652,264108356,30376,0,512740,2732936,137704,184,2870640,14376,30411152,31248380,30376,34156673340,34359738367,692700,0,0,1430112216.995202
70239800,44619032,25620768,0,44966080,0,1136696,64752156,163302556,252693928,262144000,6107136,138176,164,0,0,0,0,0,2048,40596956,333780,40263176,6448,40824,148186572,264108356,30376,0,512740,2732936,137704,184,2870640,14376,30411152,31248380,30376,34156673340,34359738367,692700,0,0,1430112218.007163
70239800,44619032,25620768,0,44966080,0,1136696,64752156,163302556,252693928,262144000,6107136,138176,164,0,0,0,0,0,2048,40596956,333780,40263176,6448,40824,148186572,264108356,30376,0,512740,2732936,137704,184,2870640,14376,30411152,31248380,30376,34156673340,34359738367,692700,0,0,1430112219.019105
70239800,44619032,25620768,0,44966080,0,1136696,64752156,163302556,252693928,262144000,6107136,138176,164,0,0,0,0,0,2048,40596956,333780,40263176,6448,40824,148186572,264108356,30376,0,512740,2732936,137704,184,2870640,14376,30411152,31248380,30376,34156673340,34359738367,692700,0,0,1430112220.031063
70248500,44627728,25620772,0,44974856,0,1136696,64752172,163302556,252693928,262144000,6107136,138176,188,0,0,0,0,0,2048,40596968,333780,40263188,6448,40824,148177644,264108356,30376,0,512740,2732936,137704,184,2870640,14376,30411152,31248380,30376,34156673340,34359738367,692700,0,0,1430112221.043018
70855988,45235216,25620772,0,45582312,0,1136696,64752196,163302556,253466336,262144000,6107136,138176,212,0,0,0,0,0,2048,40596968,333780,40263188,6448,40824,147569208,264108356,30376,0,513552,2732936,137704,184,2870640,14376,30411152,31248380,30376,34156673340,34359738367,692700,0,0,1430112222.05497
70652092,45031320,25620772,0,45377560,0,1136696,64752200,163302556,253503992,262144000,6107136,138176,60,0,0,0,0,0,2048,40596972,333780,40263192,6448,40824,147771824,264108356,30376,0,513944,2732936,137704,184,2870640,14376,30411152,31248380,30376,34156673340,34359738367,692700,156,0,1430112223.066936
71042316,45421540,25620776,0,45768584,0,1136696,64752200,163302556,253348024,262144000,6107136,138176,60,0,0,0,0,0,2048,40596992,333780,40263212,6448,40824,147382488,264108356,30376,0,514268,2732936,137704,184,2870640,14376,30411152,31248380,30376,34156673340,34359738367,692700,0,0,1430112224.078902
71778740,46157960,25620780,0,46505280,0,1136696,64752200,163302556,254067528,262144000,6107136,138176,64,0,0,0,0,0,2048,40596988,333780,40263208,6448,40824,146644316,264108356,30376,0,515396,2732936,137704,184,2870640,14376,30411152,31248380,30376,34156673340,34359738367,692700,0,0,1430112225.090898
72496232,46875452,25620780,0,47222392,0,1136696,64752200,163302556,254779724,262144000,6107136,138176,64,0,0,0,0,0,2048,40596988,333780,40263208,6448,40824,145925528,264108356,30376,0,516780,2732936,137704,184,2870640,14376,30411152,31248380,30376,34156673340,34359738367,692700,0,0,1430112226.10266
72454700,46833920,25620780,0,47181164,0,1136696,64752220,163302556,254727556,262144000,6107136,138176,88,0,0,0,0,0,2048,40596988,333780,40263208,6448,40824,145967316,264108356,30376,0,516964,2732940,137704,184,2870644,14376,30411152,31248380,30376,34156673340,34359738367,692700,0,0,1430112227.114618
